Year,DwellRecType,DwellStatus,Area,Count
2013,1,22,216200,..C
2013,1,22,216300,54
2013,1,22,216400,9
2013,1,22,216500,105
2013,1,22,216600,39
2013,1,22,216700,36
2013,1,22,216800,33
2013,1,22,216900,45
2013,1,22,217000,51
2013,1,22,217100,39
2013,1,22,217200,18
2013,1,22,217300,57
2013,1,22,217400,57
2013,1,22,217500,54
2013,1,22,217600,21
2013,1,22,217700,..C
2013,1,22,217800,33
2013,1,22,217900,24
2013,1,22,218000,45
2013,1,22,218100,45
2013,1,22,218200,6
2013,1,22,218300,42
2013,1,22,218400,39
2013,1,22,218500,69
2013,1,22,218600,30
2013,1,22,218700,24
2013,1,22,218800,9
2013,1,22,218900,33
2013,1,22,219000,9
2013,1,22,219100,24
2013,1,22,219200,126
2013,1,22,219300,30
2013,1,22,219400,198
2013,1,22,219500,21
2013,1,22,219600,60
2013,1,22,219700,21
2013,1,22,219800,27
2013,1,22,219900,42
2013,1,22,220000,45
2013,1,22,220100,30
2013,1,22,220200,27
2013,1,22,220300,48
2013,1,22,220400,42
2013,1,22,220500,126
2013,1,22,220600,36
2013,1,22,220700,99
2013,1,22,220800,33
2013,1,22,220900,54
2013,1,22,221000,66
2013,1,22,221100,42
2013,1,22,221200,24
2013,1,22,221300,21
2013,1,22,221400,27
2013,1,22,221500,15
2013,1,22,221600,30
2013,1,22,221700,36
2013,1,22,221800,54
2013,1,22,221900,72
2013,1,22,222000,48
2013,1,22,222100,174
2013,1,22,222200,72
2013,1,22,222300,141
2013,1,22,222400,78
2013,1,22,222500,81
2013,1,22,222600,111
2013,1,22,222700,108
2013,1,22,222800,342
2013,1,22,222900,258
2013,1,22,223000,111
2013,1,22,223100,795
2013,1,22,223200,108
2013,1,22,223300,81
2013,1,22,223400,57
2013,1,22,223500,24
2013,1,22,223600,69
2013,1,22,223700,21
2013,1,22,223800,45
2013,1,22,223900,6
2013,1,22,224000,66
2013,1,22,224100,57
2013,1,22,224200,42
2013,1,22,224300,120
2013,1,22,224400,27
2013,1,22,224500,30
2013,1,22,224600,54
2013,1,22,224700,6
2013,1,22,224800,99
2013,1,22,224900,63
2013,1,22,225000,24
2013,1,22,225100,42
2013,1,22,225200,66
2013,1,22,225300,48
2013,1,22,225400,57
2013,1,22,225500,51
2013,1,22,225600,54
2013,1,22,225700,24
2013,1,22,225800,45
2013,1,22,225900,57
2013,1,22,226000,15
2013,1,22,226100,102
2013,1,22,226200,..C
2013,1,22,226300,105
2013,1,22,226400,66
2013,1,22,226500,81
2013,1,22,226600,18
2013,1,22,226700,99
2013,1,22,226800,57
2013,1,22,226900,48
2013,1,22,227000,144
2013,1,22,227100,54
2013,1,22,227200,30
2013,1,22,227300,33
2013,1,22,227400,291
2013,1,22,227500,27
2013,1,22,227600,48
2013,1,22,227700,6
2013,1,22,227800,27
2013,1,22,227900,27
2013,1,22,228000,24
2013,1,22,228100,48
2013,1,22,228200,18
2013,1,22,228300,39
2013,1,22,228400,12
2013,1,22,228500,33
2013,1,22,228600,36
2013,1,22,228700,18
2013,1,22,228800,33
2013,1,22,228900,3
2013,1,22,229000,21
2013,1,22,229100,15
2013,1,22,229200,12
2013,1,22,229300,36
2013,1,22,229400,15
2013,1,22,229500,45
2013,1,22,229600,63
2013,1,22,229700,..C
2013,1,22,229800,42
2013,1,22,229900,63
2013,1,22,230000,36
2013,1,22,230100,33
2013,1,22,230200,39
2013,1,22,230300,18
2013,1,22,230400,15
2013,1,22,230500,66
2013,1,22,230600,36
2013,1,22,230700,78
2013,1,22,230800,54
2013,1,22,230900,21
2013,1,22,231000,45
2013,1,22,231100,12
2013,1,22,231200,63
2013,1,22,231300,30
2013,1,22,231400,39
2013,1,22,231500,36
2013,1,22,231600,39
2013,1,22,231700,33
2013,1,22,231800,27
2013,1,22,231900,9
2013,1,22,232000,30
2013,1,22,232100,48
2013,1,22,232200,24
2013,1,22,232300,36
2013,1,22,232400,3
2013,1,22,232500,15
2013,1,22,232600,9
2013,1,22,232700,36
2013,1,22,232800,57
2013,1,22,232900,39
2013,1,22,233000,54
2013,1,22,233100,60
2013,1,22,233200,60
2013,1,22,233300,99
2013,1,22,233400,33
2013,1,22,233500,33
2013,1,22,233600,102
2013,1,22,233700,87
2013,1,22,233800,138
2013,1,22,233900,..C
2013,1,22,234000,33
2013,1,22,234100,540
2013,1,22,234200,42
2013,1,22,234300,54
2013,1,22,234400,504
2013,1,22,234500,276
2013,1,22,234600,48
2013,1,22,234700,18
2013,1,22,234800,42
2013,1,22,234900,45
2013,1,22,235000,39
2013,1,22,235100,18
2013,1,22,235200,48
2013,1,22,235300,27
2013,1,22,235400,66
2013,1,22,235500,66
2013,1,22,235600,60
2013,1,22,235700,24
2013,1,22,235800,45
2013,1,22,235900,15
2013,1,22,236000,18
2013,1,22,236100,9
2013,1,22,236200,0
2013,1,22,236300,231
2013,1,22,236400,30
2013,1,22,236500,96
2013,1,22,236600,135
2013,1,22,236700,15
2013,1,22,236800,465
2013,1,22,236900,66
2013,1,22,237000,75
2013,1,22,237100,108
2013,1,22,237200,42
2013,1,22,237300,27
2013,1,22,237400,12
2013,1,22,237500,36
2013,1,22,237600,81
2013,1,22,237700,42
2013,1,22,237800,48
2013,1,22,237900,18
2013,1,22,238000,99
2013,1,22,238100,33
2013,1,22,238200,..C
2013,1,22,238300,45
2013,1,22,238400,27
2013,1,22,238500,120
2013,1,22,238600,81
2013,1,22,238700,..C
2013,1,22,238800,33
2013,1,22,238900,9
2013,1,22,239000,45
2013,1,22,239100,57
2013,1,22,239200,39
2013,1,22,239300,24
2013,1,22,239400,15
2013,1,22,239500,15
2013,1,22,239600,9
2013,1,22,239700,..C
2013,1,22,239800,24
2013,1,22,239900,9
2013,1,22,240000,12
2013,1,22,240100,18
2013,1,22,240200,12
2013,1,22,240300,18
2013,1,22,240400,9
2013,1,22,240500,39
2013,1,22,240600,18
2013,1,22,240700,72
2013,1,22,240800,42
2013,1,22,240900,6
2013,1,22,241000,57
2013,1,22,241100,18
2013,1,22,241200,6
2013,1,22,241300,6
2013,1,22,241400,24
2013,1,22,241500,36
2013,1,22,241600,24
2013,1,22,241700,72
2013,1,22,241800,24
2013,1,22,241900,42
2013,1,22,242000,42
2013,1,22,242100,18
2013,1,22,242200,9
2013,1,22,242300,27
2013,1,22,242400,54
2013,1,22,242500,33
2013,1,22,242600,39
2013,1,22,242700,30
2013,1,22,242800,24
2013,1,22,242900,21
2013,1,22,243000,18
2013,1,22,243100,..C
2013,1,22,243200,27
2013,1,22,243300,18
2013,1,22,243400,9
2013,1,22,243500,15
2013,1,22,243600,18
2013,1,22,243700,15
2013,1,22,243800,12
2013,1,22,243900,6
2013,1,22,244000,51
2013,1,22,244100,63
2013,1,22,244200,30
2013,1,22,244300,15
2013,1,22,244400,33
2013,1,22,244500,15
2013,1,22,244600,45
2013,1,22,244700,132
2013,1,22,244800,33
2013,1,22,244900,27
2013,1,22,245000,45
2013,1,22,245100,39
2013,1,22,245200,48
2013,1,22,245300,24
2013,1,22,245400,45
2013,1,22,245500,33
2013,1,22,245600,93
2013,1,22,245700,0
2013,1,22,245800,24
2013,1,22,245900,48
2013,1,22,246000,69
2013,1,22,246100,18
2013,1,22,246200,27
2013,1,22,246300,12
2013,1,22,246400,42
2013,1,22,246500,..C
2013,1,22,246600,33
2013,1,22,246700,36
2013,1,22,246800,12
2013,1,22,246900,24
2013,1,22,247000,39
2013,1,22,247100,21
2013,1,22,247200,48
2013,1,22,247300,30
2013,1,22,247400,36
2013,1,22,247500,51
2013,1,22,247600,30
2013,1,22,247700,39
2013,1,22,247800,15
2013,1,22,247900,27
2013,1,22,248000,21
2013,1,22,248100,18
2013,1,22,248200,12
2013,1,22,248300,27
2013,1,22,248400,33
2013,1,22,248500,12
2013,1,22,248600,39
2013,1,22,248700,24
2013,1,22,248800,30
2013,1,22,248900,42
2013,1,22,249000,18
2013,1,22,249100,18
2013,1,22,249200,18
2013,1,22,249300,18
2013,1,22,249400,48
2013,1,22,249500,36
2013,1,22,249600,27
2013,1,22,249700,33
2013,1,22,249800,6
2013,1,22,249900,30
2013,1,22,250000,24
2013,1,22,250100,36
2013,1,22,250200,33
2013,1,22,250300,84
2013,1,22,250400,60
2013,1,22,250500,24
2013,1,22,250600,27
2013,1,22,250700,21
2013,1,22,250800,57
2013,1,22,250900,93
2013,1,22,251000,9
2013,1,22,251100,33
2013,1,22,251200,84
2013,1,22,251300,18
2013,1,22,251400,123
2013,1,22,251500,27
2013,1,22,251600,222
2013,1,22,251700,93
2013,1,22,251800,36
2013,1,22,251900,30
2013,1,22,252000,75
2013,1,22,252100,87
2013,1,22,252200,18
2013,1,22,252300,48
2013,1,22,252400,66
2013,1,22,252500,114
2013,1,22,252600,45
2013,1,22,252700,24
2013,1,22,252800,51
2013,1,22,252900,33
2013,1,22,253000,54
2013,1,22,253100,75
2013,1,22,253200,24
2013,1,22,253300,117
2013,1,22,253400,27
2013,1,22,253500,18
2013,1,22,253600,132
2013,1,22,253700,48
2013,1,22,253800,33
2013,1,22,253900,21
2013,1,22,254000,30
2013,1,22,254100,18
2013,1,22,254200,48
2013,1,22,254300,45
2013,1,22,254400,45
2013,1,22,254500,15
2013,1,22,254600,33
2013,1,22,254700,33
2013,1,22,254800,30
2013,1,22,254900,39
2013,1,22,255000,..C
2013,1,22,255100,87
2013,1,22,255200,33
2013,1,22,255300,39
2013,1,22,255400,36
2013,1,22,255500,9
2013,1,22,255600,21
2013,1,22,255700,36
2013,1,22,255800,30
2013,1,22,255900,27
2013,1,22,256000,33
2013,1,22,256100,39
2013,1,22,256200,45
2013,1,22,256300,51
2013,1,22,256400,39
2013,1,22,256500,696
2013,1,22,256600,15
2013,1,22,256700,24
2013,1,22,256800,54
2013,1,22,256900,48
2013,1,22,257000,21
2013,1,22,257100,54
2013,1,22,257200,63
2013,1,22,257300,51
2013,1,22,257400,96
2013,1,22,257500,114
2013,1,22,257600,..C
2013,1,22,257700,48
2013,1,22,257800,396
2013,1,22,257900,183
2013,1,22,258000,..C
2013,1,22,258100,..C
2013,1,22,258200,..C
2013,1,22,258300,..C
2013,1,22,258400,..C
2013,1,22,258500,..C
2013,1,22,258600,..C
2013,1,22,258700,..C
2013,1,22,258800,..C
2013,1,22,258900,45
2013,1,22,259000,..C
2013,1,22,259100,..C
2013,1,22,259200,..C
2013,1,22,259300,..C
2013,1,22,259400,..C
2013,1,22,259500,..C
2013,1,22,259600,..C
2013,1,22,259700,..C
2013,1,22,259800,..C
2013,1,22,259900,..C
2013,1,22,300200,..C
2013,1,22,300300,321
2013,1,22,300400,..C
2013,1,22,300500,27
2013,1,22,300600,348
2013,1,22,300700,81
2013,1,22,300800,333
2013,1,22,300900,51
2013,1,22,301000,24
2013,1,22,301100,36
2013,1,22,301200,36
2013,1,22,301300,54
2013,1,22,301400,..C
2013,1,22,301500,63
2013,1,22,301600,63
2013,1,22,301700,42
2013,1,22,301800,312
2013,1,22,301900,..C
2013,1,22,302000,..C
2013,1,22,302100,6
2013,1,22,302200,6
2013,1,22,302300,18
2013,1,22,302400,18
2013,1,22,302500,24
2013,1,22,302600,15
2013,1,22,302700,6
2013,1,22,302800,12
2013,1,22,302900,12
2013,1,22,303000,3
2013,1,22,303100,9
2013,1,22,303200,9
2013,1,22,303300,21
2013,1,22,303400,12
2013,1,22,303500,6
2013,1,22,303600,36
2013,1,22,303700,..C
2013,1,22,303800,12
2013,1,22,303900,0
2013,1,22,304000,..C
2013,1,22,304100,36
2013,1,22,304200,69
2013,1,22,304300,27
2013,1,22,304400,27
2013,1,22,304500,54
2013,1,22,304600,51
2013,1,22,304700,18
2013,1,22,304800,48
2013,1,22,304900,21
2013,1,22,305000,21
2013,1,22,305100,60
2013,1,22,305200,15
2013,1,22,305300,57
2013,1,22,305400,24
2013,1,22,305500,30
2013,1,22,305600,33
2013,1,22,305700,..C
2013,1,22,305800,21
2013,1,22,305900,45
2013,1,22,306000,33
2013,1,22,306100,15
2013,1,22,306200,21
2013,1,22,306300,690
2013,1,22,306400,6
2013,1,22,306500,1560
2013,1,22,306600,78
2013,1,22,306700,135
2013,1,22,306800,255
2013,1,22,306900,30
2013,1,22,307000,72
2013,1,22,307100,24
2013,1,22,307200,24
2013,1,22,307300,75
2013,1,22,307400,15
2013,1,22,307500,39
2013,1,22,307600,51
2013,1,22,307700,24
2013,1,22,307800,51
2013,1,22,307900,18
2013,1,22,308000,57
2013,1,22,308100,36
2013,1,22,308200,45
2013,1,22,308300,21
2013,1,22,308400,42
2013,1,22,308500,9
2013,1,22,308600,30
2013,1,22,308700,..C
2013,1,22,308800,165
2013,1,22,308900,363
2013,1,22,309000,129
2013,1,22,309100,..C
2013,1,22,309200,93
2013,1,22,309300,36
2013,1,22,309400,84
2013,1,22,309500,87
2013,1,22,309600,138
2013,1,22,309700,96
2013,1,22,309800,51
2013,1,22,309900,99
2013,1,22,310000,48
2013,1,22,310100,42
2013,1,22,310200,21
2013,1,22,310300,33
2013,1,22,310400,24
2013,1,22,310500,21
2013,1,22,310600,18
2013,1,22,310700,21
2013,1,22,310800,42
2013,1,22,310900,42
2013,1,22,311000,36
2013,1,22,311100,186
2013,1,22,311200,192
2013,1,22,311300,102
2013,1,22,311400,48
2013,1,22,311500,87
2013,1,22,311600,..C
2013,1,22,311700,39
2013,1,22,311800,39
2013,1,22,311900,96
2013,1,22,312000,114
2013,1,22,312100,27
2013,1,22,312200,108
2013,1,22,312300,624
2013,1,22,312400,75
2013,1,22,312500,174
2013,1,22,312600,6
2013,1,22,312700,159
2013,1,22,312800,78
2013,1,22,312900,39
2013,1,22,313000,33
2013,1,22,313100,36
2013,1,22,313200,21
2013,1,22,313300,15
2013,1,22,313400,12
2013,1,22,313500,27
2013,1,22,313600,12
2013,1,22,313700,24
2013,1,22,313800,12
2013,1,22,313900,18
2013,1,22,314000,12
2013,1,22,314100,9
2013,1,22,314200,27
2013,1,22,314300,6
2013,1,22,314400,..C
2013,1,22,314500,15
2013,1,22,314600,33
2013,1,22,314700,69
2013,1,22,314800,21
2013,1,22,314900,15
2013,1,22,315000,3
2013,1,22,315100,6
2013,1,22,315200,..C
2013,1,22,315300,15
2013,1,22,315400,21
2013,1,22,315500,12
2013,1,22,315600,96
2013,1,22,315700,120
2013,1,22,315800,0
2013,1,22,315900,126
2013,1,22,316000,15
2013,1,22,316100,135
2013,1,22,316200,9
2013,1,22,316300,267
2013,1,22,316400,..C
2013,1,22,316500,6
2013,1,22,316600,12
2013,1,22,316700,..C
2013,1,22,316800,57
2013,1,22,316900,12
2013,1,22,317000,9
2013,1,22,317100,213
2013,1,22,317200,27
2013,1,22,317300,21
2013,1,22,317400,21
2013,1,22,317500,6
2013,1,22,317600,6
2013,1,22,317700,24
2013,1,22,317800,42
2013,1,22,317900,48
2013,1,22,318000,24
2013,1,22,318100,9
2013,1,22,318200,9
2013,1,22,318300,30
2013,1,22,318400,9
2013,1,22,318500,18
2013,1,22,318600,24
2013,1,22,318700,18
2013,1,22,318800,33
2013,1,22,318900,12
2013,1,22,319000,21
2013,1,22,319100,9
2013,1,22,319200,33
2013,1,22,319300,18
2013,1,22,319400,33
2013,1,22,319500,21
2013,1,22,319600,36
2013,1,22,319700,33
2013,1,22,319800,9
2013,1,22,319900,42
2013,1,22,320000,..C
2013,1,22,320100,45
2013,1,22,320200,51
2013,1,22,320300,27
2013,1,22,320400,..C
2013,1,22,320500,42
2013,1,22,320600,42
2013,1,22,320700,30
2013,1,22,320800,81
2013,1,22,320900,24
2013,1,22,321000,42
2013,1,22,321100,33
2013,1,22,321200,66
2013,1,22,321300,3
2013,1,22,321400,75
2013,1,22,321500,66
2013,1,22,321600,27
2013,1,22,321700,36
2013,1,22,321800,36
2013,1,22,321900,18
2013,1,22,322000,18
2013,1,22,322100,39
2013,1,22,322200,60
2013,1,22,322300,..C
2013,1,22,322400,72
2013,1,22,322500,..C
2013,1,22,322600,138
2013,1,22,322700,27
2013,1,22,322800,18
2013,1,22,322900,..C
2013,1,22,323000,186
2013,1,22,323100,54
2013,1,22,323200,36
2013,1,22,323300,30
2013,1,22,323400,99
2013,1,22,323500,..C
2013,1,22,323600,..C
2013,1,22,323700,57
2013,1,22,323800,93
2013,1,22,323900,105
2013,1,22,324000,48
2013,1,22,324100,..C
2013,1,22,324200,..C
2013,1,22,324300,15
2013,1,22,324400,54
2013,1,22,324500,9
2013,1,22,324600,48
2013,1,22,324700,..C
2013,1,22,324800,144
2013,1,22,324900,..C
2013,1,22,325000,27
2013,1,22,325100,54
2013,1,22,325200,24
2013,1,22,325300,189
2013,1,22,325400,24
2013,1,22,325500,..C
2013,1,22,325600,99
2013,1,22,325700,171
2013,1,22,325800,330
2013,1,22,325900,171
2013,1,22,326000,15
2013,1,22,326100,39
2013,1,22,326200,2577
2013,1,22,326300,24
2013,1,22,326400,..C
2013,1,22,326500,150
2013,1,22,326600,9
2013,1,22,326700,24
2013,1,22,326800,339
2013,1,22,326900,45
2013,1,22,327000,198
2013,1,22,327100,27
2013,1,22,327200,99
2013,1,22,327300,12
2013,1,22,327400,60
2013,1,22,327500,105
2013,1,22,327600,69
2013,1,22,327700,30
2013,1,22,327800,120
2013,1,22,327900,261
2013,1,22,328000,36
2013,1,22,328100,..C
2013,1,22,328200,36
2013,1,22,328300,252
2013,1,22,328400,147
2013,1,22,328500,87
2013,1,22,328600,195
2013,1,22,328700,33
2013,1,22,328800,9
2013,1,22,328900,138
2013,1,22,329000,18
2013,1,22,329100,51
2013,1,22,329200,45
2013,1,22,329300,57
2013,1,22,329400,105
2013,1,22,329500,24
2013,1,22,329600,81
2013,1,22,329700,60
2013,1,22,329800,120
2013,1,22,329900,75
2013,1,22,330000,36
2013,1,22,330100,84
2013,1,22,330200,156
2013,1,22,330300,105
2013,1,22,330400,42
2013,1,22,330500,72
2013,1,22,330600,33
2013,1,22,330700,..C
2013,1,22,330800,108
2013,1,22,330900,39
2013,1,22,331000,36
2013,1,22,331100,81
2013,1,22,331200,144
2013,1,22,331300,123
2013,1,22,331400,132
2013,1,22,331500,21
2013,1,22,331600,..C
2013,1,22,331700,192
2013,1,22,331800,24
2013,1,22,331900,141
2013,1,22,332000,423
2013,1,22,332100,255
2013,1,22,332200,42
2013,1,22,332300,..C
2013,1,22,332400,228
2013,1,22,332500,216
2013,1,22,332600,..C
2013,1,22,332700,282
2013,1,22,332800,9
2013,1,22,332900,219
2013,1,22,333000,..C
2013,1,22,333100,84
2013,1,22,333200,264
2013,1,22,333300,477
2013,1,22,333400,..C
2013,1,22,333500,558
2013,1,22,333600,303
2013,1,22,333700,48
2013,1,22,333800,114
2013,1,22,333900,69
2013,1,22,334000,18
2013,1,22,334100,9
2013,1,22,334200,21
2013,1,22,334300,9
2013,1,22,334400,18
2013,1,22,334500,24
2013,1,22,334600,6
2013,1,22,334700,120
2013,1,22,334800,..C
2013,1,22,334900,6
2013,1,22,335000,21
2013,1,22,335100,9
2013,1,22,335200,15
2013,1,22,335300,9
2013,1,22,335400,54
2013,1,22,335500,3
2013,1,22,335600,18
2013,1,22,335700,9
2013,1,22,335800,120
2013,1,22,335900,12
2013,1,22,336000,24
2013,1,22,336100,12
2013,1,22,336200,24
2013,1,22,336300,18
2013,1,22,336400,27
2013,1,22,336500,..C
2013,1,22,336600,189
2013,1,22,336700,72
2013,1,22,336800,90
2013,1,22,336900,87
2013,1,22,337000,114
2013,1,22,337100,33
2013,1,22,337200,90
2013,1,22,337300,87
2013,1,22,337400,15
2013,1,22,337500,24
2013,1,22,337600,27
2013,1,22,337700,..C
2013,1,22,337800,24
2013,1,22,337900,9
2013,1,22,338000,6
2013,1,22,338100,18
2013,1,22,338200,36
2013,1,22,338300,39
2013,1,22,338400,24
2013,1,22,338500,33
2013,1,22,338600,57
2013,1,22,338700,39
2013,1,22,338800,36
2013,1,22,338900,66
2013,1,22,339000,36
2013,1,22,339100,141
2013,1,22,339200,27
2013,1,22,339300,45
2013,1,22,339400,15
2013,1,22,339500,48
2013,1,22,339600,30
2013,1,22,339700,12
2013,1,22,339800,9
2013,1,22,339900,21
2013,1,22,340000,18
2013,1,22,340100,9
2013,1,22,340200,21
2013,1,22,340300,24
2013,1,22,340400,30
2013,1,22,340500,15
2013,1,22,340600,51
2013,1,22,340700,39
2013,1,22,340800,57
2013,1,22,340900,..C
2013,1,22,341000,27
2013,1,22,341100,9
2013,1,22,341200,15
2013,1,22,341300,42
2013,1,22,341400,24
2013,1,22,341500,420
2013,1,22,341600,..C
2013,1,22,341700,..C
2013,1,22,341800,723
2013,1,22,341900,90
2013,1,22,342000,78
2013,1,22,342100,51
2013,1,22,342200,63
2013,1,22,342300,12
2013,1,22,342400,24
2013,1,22,342500,9
2013,1,22,342600,132
2013,1,22,342700,39
2013,1,22,342800,57
2013,1,22,342900,..C
2013,1,22,343000,51
2013,1,22,343100,519
2013,1,22,343200,..C
2013,1,22,343300,120
2013,1,22,343400,84
2013,1,22,343500,21
2013,1,22,343600,243
2013,1,22,343700,165
2013,1,22,343800,3
2013,1,22,343900,42
2013,1,22,344000,78
2013,1,22,344100,18
2013,1,22,344200,54
2013,1,22,344300,18
2013,1,22,344400,18
2013,1,22,344500,54
2013,1,22,344600,..C
2013,1,22,344700,45
2013,1,22,344800,213
2013,1,22,344900,186
2013,1,22,345000,243
2013,1,22,345100,150
2013,1,22,345200,24
2013,1,22,345300,48
2013,1,22,345400,231
2013,1,22,345500,114
2013,1,22,345600,108
2013,1,22,345700,414
2013,1,22,345800,177
2013,1,22,345900,42
2013,1,22,346000,51
2013,1,22,346100,..C
2013,1,22,346200,60
2013,1,22,346300,..C
2013,1,22,346400,54
2013,1,22,346500,..C
2013,1,22,346600,555
2013,1,22,346700,285
2013,1,22,346800,390
2013,1,22,346900,150
2013,1,22,347000,228
2013,1,22,347100,216
2013,1,22,347200,69
2013,1,22,347300,81
2013,1,22,347400,15
2013,1,22,347500,111
2013,1,22,347600,..C
2013,1,22,347700,57
2013,1,22,347800,129
2013,1,22,347900,231
2013,1,22,348000,33
2013,1,22,348100,120
2013,1,22,348200,234
2013,1,22,348300,201
2013,1,22,348400,129
2013,1,22,348500,45
2013,1,22,348600,180
2013,1,22,348700,..C
2013,1,22,348800,18
2013,1,22,348900,36
2013,1,22,349000,69
2013,1,22,349100,225
2013,1,22,349200,99
2013,1,22,349300,42
2013,1,22,349400,15
2013,1,22,349500,..C
2013,1,22,349600,231
2013,1,22,349700,12
2013,1,22,349800,21
2013,1,22,349900,36
2013,1,22,350000,51
2013,1,22,350100,3
2013,1,22,350200,12
2013,1,22,350300,18
2013,1,22,350400,18
2013,1,22,350500,9
2013,1,22,350600,15
2013,1,22,350700,27
2013,1,22,350800,..C
2013,1,22,350900,39
2013,1,22,351000,72
2013,1,22,351100,15
2013,1,22,351200,30
2013,1,22,351300,48
2013,1,22,351400,27
2013,1,22,351500,30
2013,1,22,351600,54
2013,1,22,351700,45
2013,1,22,351800,18
2013,1,22,351900,24
2013,1,22,352000,63
2013,1,22,352100,30
2013,1,22,352200,33
2013,1,22,352300,24
2013,1,22,352400,15
2013,1,22,352500,6
2013,1,22,352600,36
2013,1,22,352700,36
2013,1,22,352800,33
2013,1,22,352900,72
2013,1,22,353000,21
2013,1,22,353100,15
2013,1,22,353200,18
2013,1,22,353300,75
2013,1,22,353400,84
2013,1,22,353500,54
2013,1,22,353600,33
2013,1,22,353700,..C
2013,1,22,353800,102
2013,1,22,353900,138
2013,1,22,354000,15
2013,1,22,354100,30
2013,1,22,354200,72
2013,1,22,354300,12
2013,1,22,354400,30
2013,1,22,354500,30
2013,1,22,354600,24
2013,1,22,354700,72
2013,1,22,354800,36
2013,1,22,354900,24
2013,1,22,355000,30
2013,1,22,355100,24
2013,1,22,355200,51
2013,1,22,355300,18
2013,1,22,355400,21
2013,1,22,355500,48
2013,1,22,355600,21
2013,1,22,355700,12
2013,1,22,355800,72
2013,1,22,355900,147
2013,1,22,356000,42
2013,1,22,356100,57
2013,1,22,356200,342
2013,1,22,356300,447
2013,1,22,356400,51
2013,1,22,356500,60
2013,1,22,356600,24
2013,1,22,356700,15
2013,1,22,356800,54
2013,1,22,356900,..C
2013,1,22,357000,0
2013,1,22,357100,..C
2013,1,22,357200,..C
2013,1,22,357300,162
2013,1,22,357400,..C
2013,1,22,357500,546
2013,1,22,357600,21
2013,1,22,357700,108
2013,1,22,357800,..C
2013,1,22,357900,255
2013,1,22,358000,108
2013,1,22,358100,138
2013,1,22,358200,102
2013,1,22,358300,45
2013,1,22,358400,78
2013,1,22,358500,33
2013,1,22,358600,57
2013,1,22,358700,15
2013,1,22,358800,393
2013,1,22,358900,15
2013,1,22,359000,18
2013,1,22,359100,66
2013,1,22,359200,..C
2013,1,22,359300,147
2013,1,22,359400,33
2013,1,22,359500,135
2013,1,22,359600,39
2013,1,22,359700,33
2013,1,22,359800,45
2013,1,22,359900,51
2013,1,22,360000,36
2013,1,22,360100,15
2013,1,22,360200,45
2013,1,22,360300,15
2013,1,22,360400,78
2013,1,22,360500,33
2013,1,22,360600,57
2013,1,22,360700,33
2013,1,22,360800,6
2013,1,22,360900,15
2013,1,22,361000,51
2013,1,22,361100,33
2013,1,22,361200,18
2013,1,22,361300,24
2013,1,22,361400,12
2013,1,22,361500,72
2013,1,22,361600,66
2013,1,22,361700,75
2013,1,22,361800,..C
2013,1,22,361900,27
2013,1,22,362000,60
2013,1,22,362100,57
2013,1,22,362200,48
2013,1,22,362300,12
2013,1,22,362400,33
2013,1,22,362500,45
2013,1,22,362600,21
2013,1,22,362700,24
2013,1,22,362800,9
2013,1,22,362900,30
2013,1,22,363000,12
2013,1,22,363100,15
2013,1,22,363200,..C
2013,1,22,363300,81
2013,1,22,363400,..C
2013,1,22,363500,..C
2013,1,22,363600,..C
2013,1,22,363700,..C
2013,1,22,363800,..C
2013,1,22,363900,..C
2013,1,22,400001,..C
2013,1,22,400002,..C
2013,1,22,400003,..C
2013,1,22,400004,..C
2013,1,22,400005,..C
2013,1,22,400006,..C
2013,1,22,400007,..C
2013,1,22,400008,..C
2013,1,22,400009,..C
2013,1,22,400010,..C
2013,1,22,400011,..C
2013,1,22,400012,..C
2013,1,22,400013,..C
2013,1,22,400014,..C
2013,1,22,400015,..C
2013,1,22,400016,..C
2013,1,31,100100,3
2013,1,31,100200,3
2013,1,31,100300,0
2013,1,31,100400,6
2013,1,31,100500,3
2013,1,31,100600,3
2013,1,31,100700,0
2013,1,31,100800,3
2013,1,31,100900,0
2013,1,31,101000,3
2013,1,31,101100,6
2013,1,31,101200,3
2013,1,31,101300,0
2013,1,31,101400,3
2013,1,31,101500,3
2013,1,31,101600,3
2013,1,31,101700,0
2013,1,31,101800,3
2013,1,31,101900,3
2013,1,31,102000,6
2013,1,31,102100,6
2013,1,31,102200,3
2013,1,31,102300,3
2013,1,31,102400,9
2013,1,31,102500,0
2013,1,31,102600,6
2013,1,31,102700,3
2013,1,31,102800,0
2013,1,31,102900,3
2013,1,31,103000,6
2013,1,31,103100,3
2013,1,31,103200,3
2013,1,31,103300,6
2013,1,31,103400,3
2013,1,31,103500,9
2013,1,31,103600,3
2013,1,31,103700,3
2013,1,31,103800,3
2013,1,31,103900,3
2013,1,31,104000,3
2013,1,31,104100,6
2013,1,31,104200,3
2013,1,31,104300,6
2013,1,31,104400,0
2013,1,31,104500,0
2013,1,31,104600,3
2013,1,31,104700,0
2013,1,31,104800,0
2013,1,31,104900,9
2013,1,31,105000,0
2013,1,31,105100,9
2013,1,31,105200,0
2013,1,31,105300,0
2013,1,31,105400,6
2013,1,31,105500,3
2013,1,31,105600,12
2013,1,31,105700,0
2013,1,31,105800,9
2013,1,31,105900,3
2013,1,31,106000,0
2013,1,31,106100,0
2013,1,31,106200,0
2013,1,31,106300,3
